Review,Date,Rate
"good price, prompt pickup",10 février 2024,5
Great experience. The dispatch and driver kept me in the loop the entire time and made sure I had the funds in hand before he drove off. Thank you,10 février 2024,5
Last night I had my second experience selling a car to car brainzThey were patient with me as I obtained title in my nameVery smooth experience with lots of contact along the wayActual pickup was late but once they arrived it was a very quick processThey removed license plates that we had forgotten to do,09 février 2024,5
"Amazing follow up by the Carbrain team.  Seamless and fast experience, almost all the way through.  Towing had a snafu and showed up 3 hours late, after provided time window.",09 février 2024,4
"Great experience, received an offer quickly and my old broken-down car was gone  pretty fast. I’m glad a service like this exists.",09 février 2024,4
Quick response and picked up car in 2 days.  Driver was professional,02 février 2024,5
"My buyer was very helpful. She answered all my questions, was very patient and never made me feel pressured or stupid. I was sad to see my car go but Erica made the experience comfortable. Thank you.",01 février 2024,5
My Ethel (car) decided she's had enough. I was searching the internet looking for someone to take her to her finally resting place. I searched a few sites with very low offers. I came across Carbrain and received double what the other sites offered!! Two days later they arrived to retrieve the vehicle. He was so courteous and fast. He wasn't here 5 minutes!! Thank you Carbrain for making this experience so fast and easy!! I will always recommend you!!,09 février 2024,5
"If I knew how easy it was to sell a car that was sitting in my driving, I would  have done it years ago. Thank you!!",09 février 2024,5
Excellent serviceThanks,09 février 2024,1
"I have used CarBrain twice now, and I’m satisfied.  They pay a fair price for even non-working cars.  Fast, reliable and timely service.  Excellent customer support too!",24 janvier 2024,5
"Great experience. They made the process extremely easy with great communication, upfront pricing and an easy handoff.",08 février 2024,5
"It was so easy to get rid of my junk car; quote was given online, verification was done over the phone and they picked the car up in a few days with my check in hand!!",08 février 2024,5
"Eddison provided prompt, friendly service.The offer made for my vehicle was fair and honored.",08 février 2024,5
"The process was super easy.  My vehicle was advertised, sold and picked up on time within a few days!",08 février 2024,5
It was quick and simple glad my car finally is gone.,08 février 2024,5
"CarBrain is easy, quick and efficient! Josue was professional, responded quickly, easy to communicate with via texts and emails and made a stressful situation painless! I would recommend them for anyone in need of their services.",07 février 2024,4
CarBrain made the process easy and quick. The representative Josue was awesome and kept in touch with me via text from beginning to end. I would definitely recommend this company to anyone looking to sell / scrap their vehicles. The tow truck driver arrived on time and was professional also. Thank you.,06 février 2024,5
They were the best one I called,08 février 2024,5
Eddison at CarBrain was very helpful and was very diligent about following up to make sure I was helped through every step of the process.,06 février 2024,5
It went well.  The CarBrain representative was friendly and helpful.  The local tow place was only able to come out between 8am-2pm with no appointment which makes it hard if you work.  But they gave a good price so it was worth it!,07 février 2024,5
"Customer care was very responsive and attentive towards scheduling. However, the vendors that I worked with were very irresponsible. we had no show off on first scheduled day, but later pick up was alright.",06 février 2024,5
